,lib,sampleNames,condition,plate_well,RNAID,tissue,animalID,sex,cohort,age_days,RNA_batch,RNA_extractor,cDNA_batch,seq_batch,file
O18_1,O18_1,O18,SkinM102,O18,R107,Skin,F05,M,2,102,2,IG,1,1,O18_CKDL240007483-1A_22553JLT4_L7.featureCounts
O2_1,O2_1,O2,GutF102,O2,RNA382,Gut,J05,F,2,102,1,JC,1,1,O2_CKDL240007483-1A_22553JLT4_L7.featureCounts
O9_1,O9_1,O9,KidneyM102,O9,R256,Kidney,F05,M,2,102,1,JC,1,1,O9_CKDL240007483-1A_22553JLT4_L7.featureCounts
P2_1,P2_1,P2,GutM102,P2,RNA383,Gut,E04,M,2,102,1,JC,1,1,P2_CKDL240007483-1A_22553JLT4_L7.featureCounts
A24_1,A24_1,A24,GonadM75,A24,180,Testis,J_1A_13,M,1A,75,2,JC,1,1,A24_CKDL240007483-1A_22553JLT4_L7.featureCounts
A14_2,A14_2,A14,HeartM103,A14,R203,Heart,P_1A_10,M,1A,103,1,JC,2,2,A14_CKDL240007484-1A_22553JLT4_L6.featureCounts
A15_2,A15_2,A15,HeartM103,A15,R219,Heart,J_1A_25,M,1A,103,1,JC,2,2,A15_CKDL240007484-1A_22553JLT4_L6.featureCounts
A24_2,A24_2,A24,BrainM103,A24,R71,Brain,J_1A_25,M,1A,103,2,IG,2,2,A24_CKDL240007484-1A_22553JLT4_L6.featureCounts
B10_2,B10_2,B10,SpinalCordM103,B10,RNA424,SpinalCord,J_1A_25,M,1A,103,1,EC,2,2,B10_CKDL240007484-1A_22553JLT4_L6.featureCounts
B16_2,B16_2,B16,HeartF103,B16,R236,Heart,P_1A_2,F,1A,103,2,EC,2,2,B16_CKDL240007484-1A_22553JLT4_L6.featureCounts
C08_2,C08_2,C08,FatM103,C08,RNA567,Fat,J_1A_25,M,1A,103,3,EC,2,2,C8_CKDL240007484-1A_22553JLT4_L6.featureCounts
C22_2,C22_2,C22,BrainF103,C22,R41,Brain,P_1A_2,F,1A,103,1,EC,2,2,C22_CKDL240007484-1A_22553JLT4_L6.featureCounts
E23_2,E23_2,E23,BrainM103,E23,R59,Brain,P_1A_10,M,1A,103,2,EC,2,2,E23_CKDL240007484-1A_22553JLT4_L6.featureCounts
G06_2,G06_2,G06,FatM103,G06,RNA539,Fat,P_1A_10,M,1A,103,2,EC,2,2,G6_CKDL240007484-1A_22553JLT4_L6.featureCounts
I02_2,I02_2,I02,BoneF103,I02,RNA596,Bone,P_1A_2,F,1A,103,2,EC,2,2,I2_CKDL240007484-1A_22553JLT4_L6.featureCounts
I04_2,I04_2,I04,EyeF103,I04,627,Eye,P_1A_2,F,1A,103,NA,MRW,2,2,I4_CKDL240007484-1A_22553JLT4_L6.featureCounts
J12_2,J12_2,J12,EyeM103,J12,644,Eye,NA,M,NA,103,NA,MRW,2,2,J12_CKDL240007484-1A_22553JLT4_L6.featureCounts
J18_2,J18_2,J18,SpleenF103,J18,RNA322,Spleen,P_1A_2,F,1A,103,1,JC,2,2,J18_CKDL240007484-1A_22553JLT4_L6.featureCounts
K03_2,K03_2,K03,BoneM103,K03,RNA614,Bone,J_1A_25,M,1A,103,3,EC,2,2,K3_CKDL240007484-1A_22553JLT4_L6.featureCounts
K04_2,K04_2,K04,EyeF103,K04,629,Eye,NA,F,NA,103,NA,MRW,2,2,K4_CKDL240007484-1A_22553JLT4_L6.featureCounts
M09_2,M09_2,M09,SpinalCordF103,M09,RNA419,SpinalCord,P_1A_2,F,1A,103,1,EC,2,2,M9_CKDL240007484-1A_22553JLT4_L6.featureCounts
M16_2,M16_2,M16,EyeF103,M16,655,Eye,NA,F,NA,103,NA,MRW,2,2,M16_CKDL240007484-1A_22553JLT4_L6.featureCounts
M17_2,M17_2,M17,SpleenM103,M17,RNA309,Spleen,P_1A_10,M,1A,103,1,EC,2,2,M17_CKDL240007484-1A_22553JLT4_L6.featureCounts
N11_2,N11_2,N11,SpinalCordM103,N11,RNA452,SpinalCord,P_1A_10,M,1A,103,2,EC,2,2,N11_CKDL240007484-1A_22553JLT4_L6.featureCounts
O04_2,O04_2,O04,EyeM103,O04,633,Eye,P_1A_10,M,1A,103,NA,MRW,2,2,O4_CKDL240007484-1A_22553JLT4_L6.featureCounts
O07_2,O07_2,O07,FatF103,O07,RNA563,Fat,P_1A_2,F,1A,103,3,EC,2,2,O7_CKDL240007484-1A_22553JLT4_L6.featureCounts
O12_2,O12_2,O12,EyeF103,O12,649,Eye,NA,F,NA,103,NA,MRW,2,2,O12_CKDL240007484-1A_22553JLT4_L6.featureCounts
O19_2,O19_2,O19,SpleenM103,O19,RNA343,Spleen,J_1A_25,M,1A,103,2,EC,2,2,O19_CKDL240007484-1A_22553JLT4_L6.featureCounts
P08_2,P08_2,P08,EyeM103,P08,642,Eye,J_1A_25,M,1A,103,NA,MRW,2,2,P8_CKDL240007484-1A_22553JLT4_L6.featureCounts
